0.1 -2 -2.2945 -11780.1 19.8267 19.8138 19.8367
0.2 -2 8.16749 101675 9.82673 9.91841 9.83673
0.3 -2 15.5259 -77888.4 6.49389 6.4839 6.32864
0.4 -2.00003 -2.00468 -87061.1 4.82394 4.63979 4.65984
0.5 -1.99999 -2.01631 -35761.3 3.93069 3.80885 3.82901
0.6 -1.99958 -1.9764 0.103961 3.17313 3.16325 3.18301
0.7 -1.99925 -2.05592 -35708.8 2.70336 2.47437 2.49493
0.8 -2.00646 14.8982 10616.6 2.11485 2.27428 2.12529
0.9 -1.99873 7.07019 -4457.43 2.08068 2.0709 2.0002
1 -1.99801 34.3524 -7953.66 1.86344 1.93578 1.59225
1.1 -1.99499 -10.1493 -2710.27 1.76767 1.67593 1.77742
1.2 -1.97276 -10.257 12301.1 1.35749 1.52762 1.6302
1.3 -1.98345 -10.5054 2021.07 1.41162 1.40179 1.50685
1.4 -1.9704 -1.97558 -0.109395 1.30336 1.29348 1.31323
1.5 -1.9382 50.9141 -12786.6 1.30412 1.19907 0.689925
1.6 -1.90884 -12.0943 -1606 1.22776 1.1159 1.23684
1.7 -1.87801 9.08574 1463.59 1.05472 1.15302 1.06216
1.8 -1.8387 -13.2662 1396.44 0.990627 0.980852 1.11351
1.9 -1.77992 -1.93917 -2696.22 1.05533 0.923965 0.943357
2 -1.69945 -5.25709 331.152 0.927304 0.917576 0.970147
2.02 -1.68887 -1.94297 0.259765 0.917672 0.90797 0.9274
2.04 -1.68514 -1.93756 -1858.75 1.00496 0.898581 0.917957
2.06 -1.66746 3.34674 497.848 0.899046 0.942188 0.908721
2.08 -1.66402 -6.09777 -420.335 0.990298 0.937078 0.998055
2.1 -1.64574 8.47112 942.739 0.881242 0.975566 0.890855
2.12 -1.63479 -12.0916 906.381 0.872637 0.8631 0.984016
2.14 -1.62378 -1.52178 1841.44 0.864226 0.96203 0.977248
2.16 -1.61273 -1.89616 0.408401 0.856004 0.846547 0.865508
2.18 -1.60164 -1.88778 0.429041 0.847967 0.838554 0.857431
2.2 -1.59989 -1.879 -1822.08 0.950375 0.830744 0.849534
2.22 -1.57938 9.50212 923.44 0.832436 0.936835 0.841814
2.24 -1.56822 -1.86023 0.488458 0.824934 0.815664 0.834266
2.26 -1.56776 -1.85027 -1798.23 0.932444 0.808385 0.826888
2.28 -1.54586 -10.2276 645.931 0.810442 0.801276 0.903552
2.3 -1.53468 -1.82926 0.542937 0.803444 0.794333 0.812626
2.32 -1.52351 -1.81823 0.559788 0.796607 0.787554 0.805736
2.34 -1.51235 10.4176 893.587 0.789929 0.903179 0.799003
2.36 -1.50121 10.5577 887.754 0.783406 0.898 0.792423
2.38 -1.49009 -1.78322 0.605969 0.777034 0.768161 0.785993
2.4 -1.49371 -1.422 0.359306 0.895063 0.887979 0.902199
2.42 -0.621204 -1.75843 -1499.03 0.874517 0.755988 0.773572
2.44 -1.4569 -1.74565 0.6452 0.758799 0.750119 0.767575
2.46 -1.44592 -14.3359 833.713 0.753003 0.74439 0.887749
2.48 -0.627986 -14.4335 -709.211 0.86549 0.738799 0.883134
2.5 -1.44227 -1.70594 -1661.2 0.871653 0.733342 0.750402
2.52 -1.43217 -1.6923 -1647.55 0.867261 0.728017 0.74494
2.54 -1.40245 -1.67849 0.694718 0.731158 0.722821 0.739606
2.56 -1.39172 -1.66452 0.702287 0.726016 0.717751 0.734396
2.58 -1.40229 -1.6504 -1605.22 0.854617 0.712803 0.729307
2.6 -1.39248 11.9495 -786.83 0.850572 0.843833 0.724337
2.7 -1.31846 -1.5635 0.735328 0.693295 0.685545 0.70118
2.8 -1.2684 -15.5006 715.586 0.673095 0.665719 0.820725
2.9 -1.22044 12.9891 685.867 0.655198 0.792245 0.662354
3 -1.17469 -1.23382 1287.78 0.639336 0.778042 0.79038
3.1 -1.13118 -1.20728 1213.89 0.625269 0.765051 0.777123
3.2 -1.0899 -1.20472 0.666125 0.612779 0.606841 0.618888
3.3 -1.05083 13.4713 537.309 0.601678 0.742176 0.607463
3.4 -1.01389 -15.6927 506.314 0.591797 0.586496 0.743423
3.5 -0.979004 13.4568 473.245 0.582988 0.722737 0.58817
3.6 -0.946069 -15.462 448.029 0.575122 0.570393 0.725013
3.7 -0.972474 13.3335 -420.725 0.711393 0.706064 0.572728
3.8 -0.944588 -0.861581 -786.494 0.703832 0.557562 0.566178
3.9 -0.857955 13.1352 367.322 0.556127 0.69164 0.560289
4 -0.892806 13.0159 -350.687 0.690201 0.685143 0.554985
