0.1	-2	0
0.2	-2	-4.44089e-13
0.3	-2	1.94467e-09
0.4	-2	8.43434e-07
0.5	-2	2.92601e-05
0.6	-1.99999	0.000292345
0.7	-1.99991	0.00145234
0.8	-1.99963	0.0047061
0.9	-1.99886	0.0115525
1	-1.99716	0.023484
1.1	-1.99396	0.0418152
1.2	-1.98857	0.0676785
1.3	-1.98017	0.102112
1.4	-1.96786	0.146129
1.5	-1.95064	0.20065
1.6	-1.92742	0.266217
1.7	-1.89711	0.342469
1.8	-1.85872	0.427489
1.9	-1.81154	0.517318
2	-1.75538	0.605961
2.02	-1.7431	0.622916
2.04	-1.73048	0.639472
2.06	-1.71754	0.655569
2.08	-1.70428	0.671148
2.1	-1.69071	0.686153
2.12	-1.67685	0.70053
2.14	-1.66271	0.714228
2.16	-1.6483	0.727198
2.18	-1.63364	0.739396
2.2	-1.61874	0.750783
2.22	-1.60363	0.761323
2.24	-1.58831	0.770987
2.26	-1.5728	0.779748
2.28	-1.55713	0.787588
2.3	-1.54131	0.794491
2.32	-1.52536	0.800448
2.34	-1.50931	0.805456
2.36	-1.49316	0.809515
2.38	-1.47693	0.812631
2.4	-1.46066	0.814816
2.42	-1.44435	0.816086
2.44	-1.42802	0.816458
2.46	-1.4117	0.815959
2.48	-1.39539	0.814613
2.5	-1.37912	0.812451
2.52	-1.36289	0.809507
2.54	-1.34674	0.805815
2.56	-1.33066	0.801412
2.58	-1.31468	0.796337
2.6	-1.29881	0.79063
2.7	-1.22145	0.754031
2.8	-1.14828	0.70767
2.9	-1.08004	0.656076
3	-1.01707	0.602869
3.1	-0.959384	0.550652
3.2	-0.906798	0.501109
3.3	-0.858993	0.455194
3.4	-0.81558	0.413328
3.5	-0.77615	0.375577
3.6	-0.740297	0.341784
3.7	-0.707639	0.311671
3.8	-0.677823	0.284903
3.9	-0.650533	0.261129
4	-0.625486	0.240009
