0.1 -2 0
0.11 -2 0
0.12 -2 0
0.13 -2 0
0.14 -2 0
0.15 -2 0
0.16 -2 0
0.17 -2 0
0.18 -2 0
0.19 -2 0
0.2 -2 0
0.21 -2 0
0.22 -2 0
0.23 -2 0
0.24 -2 0
0.25 -2 0
0.26 -2 0
0.27 -2 0
0.28 -2 0
0.29 -2 0
0.3 -2 0
0.31 -2 0
0.32 -2 0
0.33 -2 0
0.34 -2 0
0.35 -2 0
0.36 -2 0
0.37 -2 0
0.38 -2 0
0.39 -2 0
0.4 -2 0
0.41 -2 0
0.42 -2 0
0.43 -2 0
0.44 -2 0
0.45 -2 0
0.46 -2 0
0.47 -2 0
0.48 -2 0
0.49 -2 0
0.5 -2 0
0.51 -2 0
0.52 -2 0
0.53 -2 0
0.54 -2 0
0.55 -2 0
0.56 -2 0
0.57 -2 0
0.58 -2 0
0.59 -2 0
0.6 -1.99999 6.66667e-06
0.61 -1.99999 6.66667e-06
0.62 -1.99997 3.03693e-05
0.63 -1.99988 5.84569e-05
0.64 -1.99996 2.54028e-05
0.65 -1.99998 1.99996e-05
0.66 -1.99993 2.9813e-05
0.67 -1.99993 3.51492e-05
0.68 -1.99992 3.99974e-05
0.69 -1.99992 3.99974e-05
0.7 -1.99987 5.11613e-05
0.71 -1.99991 4.56093e-05
0.72 -1.99991 4.74026e-05
0.73 -1.99986 4.90206e-05
0.74 -1.99981 6.02238e-05
0.75 -1.99982 6.3291e-05
0.76 -1.99981 6.02198e-05
0.77 -1.99971 7.3469e-05
0.78 -1.99973 7.00561e-05
0.79 -1.9996 8.37422e-05
0.8 -1.99951 0.000101159
0.81 -1.99937 0.000113593
0.82 -1.99927 0.000117621
0.83 -1.99908 0.000138512
0.84 -1.99913 0.000137885
0.85 -1.99899 0.000149206
0.86 -1.99879 0.00015468
0.87 -1.99868 0.000168152
0.88 -1.99855 0.000168896
0.89 -1.99841 0.000172715
0.9 -1.99832 0.000182701
0.91 -1.99804 0.000194302
0.92 -1.99816 0.00019157
0.93 -1.99804 0.000197702
0.94 -1.99801 0.000197284
0.95 -1.99765 0.000213176
0.96 -1.99731 0.000227625
0.97 -1.99702 0.000242845
0.98 -1.99713 0.000238275
0.99 -1.99624 0.000276602
1 -1.99608 0.000280651
1.01 -1.996 0.000279618
1.02 -1.99564 0.000292042
1.03 -1.99525 0.000308673
1.04 -1.99465 0.000328553
1.05 -1.99397 0.000344982
1.06 -1.99325 0.00036359
1.07 -1.99306 0.00036986
1.08 -1.99241 0.00040844
1.09 -1.99214 0.000411132
1.1 -1.99155 0.000424183
1.11 -1.99109 0.000433627
1.12 -1.99001 0.000466083
1.13 -1.98978 0.000460241
1.14 -1.98965 0.000466312
1.15 -1.98823 0.000499543
1.16 -1.98744 0.000519045
1.17 -1.98668 0.000524881
1.18 -1.98674 0.000529668
1.19 -1.98508 0.000557206
1.2 -1.98406 0.000575659
1.21 -1.98377 0.000575577
1.22 -1.98239 0.000600712
1.23 -1.98124 0.000630974
1.24 -1.98072 0.000635538
1.25 -1.98006 0.00064141
1.26 -1.97836 0.000662411
