1.27 -1.97776 0.00067339
1.28 -1.97676 0.000678417
1.29 -1.9751 0.000696446
1.3 -1.97454 0.000708643
1.31 -1.97331 0.00071821
1.32 -1.97212 0.000751713
1.33 -1.97117 0.000739627
1.34 -1.96943 0.000778549
1.35 -1.96799 0.000798312
1.36 -1.9664 0.000814514
1.37 -1.9655 0.000819107
1.38 -1.96481 0.00081715
1.39 -1.96281 0.000851965
1.4 -1.96165 0.00086272
1.41 -1.96048 0.000859339
1.42 -1.95959 0.00086716
1.43 -1.95743 0.00088509
1.44 -1.95571 0.000905454
1.45 -1.9528 0.000938767
1.46 -1.95247 0.000935809
1.47 -1.95062 0.000960311
1.48 -1.94889 0.000976146
1.49 -1.9469 0.00099696
1.5 -1.94488 0.00100908
1.51 -1.94227 0.00102849
1.52 -1.94001 0.00104534
1.53 -1.93879 0.00105427
1.54 -1.93653 0.00106803
1.55 -1.93441 0.00109048
1.56 -1.93487 0.00108128
1.57 -1.93184 0.00110326
1.58 -1.92983 0.00111739
1.59 -1.92736 0.00112898
1.6 -1.92503 0.00115116
1.61 -1.92232 0.00118004
1.62 -1.91948 0.00120649
1.63 -1.91684 0.00121342
1.64 -1.91473 0.0012306
1.65 -1.91099 0.00125776
1.66 -1.90903 0.00126815
1.67 -1.90761 0.00128339
1.68 -1.9033 0.00130535
1.69 -1.90219 0.00131823
1.7 -1.89984 0.00133319
1.71 -1.89624 0.00135818
1.72 -1.89409 0.001363
1.73 -1.89134 0.00138314
1.74 -1.88872 0.0013991
1.75 -1.88638 0.00140833
1.76 -1.88219 0.001432
1.77 -1.87986 0.00144958
1.78 -1.87812 0.00146004
1.79 -1.87414 0.00149406
1.8 -1.87154 0.00149757
1.81 -1.86807 0.00151143
1.82 -1.86408 0.00153112
1.83 -1.86147 0.00154809
1.84 -1.85928 0.00155317
1.85 -1.85469 0.00158745
1.86 -1.85197 0.00159828
1.87 -1.84851 0.00160961
1.88 -1.84738 0.00162028
1.89 -1.84144 0.00164255
1.9 -1.83673 0.00167043
1.91 -1.83686 0.00166767
1.92 -1.83301 0.00168523
1.93 -1.82927 0.00170472
1.94 -1.82626 0.00171177
1.95 -1.82129 0.00173841
1.96 -1.81645 0.00175218
1.97 -1.81421 0.00176384
1.98 -1.80957 0.00178418
1.99 -1.80805 0.00178686
2 -1.80466 0.00179432
2.01 -1.79962 0.00181094
2.02 -1.79793 0.00181502
2.03 -1.79472 0.00182104
2.04 -1.78934 0.00184722
2.05 -1.78721 0.00186199
2.06 -1.78215 0.00186764
2.07 -1.77863 0.00188232
2.08 -1.77298 0.00189123
2.09 -1.77175 0.00190003
2.1 -1.76849 0.00190584
2.11 -1.75927 0.00194127
2.12 -1.75884 0.00194574
2.13 -1.75289 0.00196442
2.14 -1.7509 0.0019671
2.15 -1.74382 0.00198849
2.16 -1.74059 0.00199985
2.17 -1.73766 0.00201064
2.18 -1.73434 0.00201249
2.19 -1.72859 0.00203682
2.2 -1.72513 0.00203371
2.21 -1.72111 0.00205084
2.22 -1.7171 0.00206189
2.23 -1.71233 0.00208021
2.24 -1.709 0.00209128
2.25 -1.70584 0.00209313
2.26 -1.70069 0.0021065
2.27 -1.6966 0.00213256
2.28 -1.68934 0.00213229
2.29 -1.68684 0.00213873
2.3 -1.6847 0.00214395
2.31 -1.67984 0.00215179
2.32 -1.67555 0.00217263
2.33 -1.67175 0.00217748
2.34 -1.6656 0.00218909
2.35 -1.66479 0.00218323
2.36 -1.66127 0.0021875
2.37 -1.65446 0.00221659
2.38 -1.65142 0.00222173
2.39 -1.64615 0.00223475
2.4 -1.64338 0.0022336
2.41 -1.63748 0.00225534
2.42 -1.63434 0.00226432
2.43 -1.62836 0.00227542
2.44 -1.6281 0.00227436
2.45 -1.61903 0.00228099
2.46 -1.61934 0.00227508
2.47 -1.61323 0.00229669
2.48 -1.60958 0.00230518
2.49 -1.6053 0.0023071
2.5 -1.59988 0.00232386
2.51 -1.59508 0.00233174
2.52 -1.59529 0.00232001
2.53 -1.58813 0.00232904
2.54 -1.58498 0.00232263
2.55 -1.5806 0.00233065
2.56 -1.57638 0.00234117
2.57 -1.57146 0.0023506
2.58 -1.56694 0.00235121
2.59 -1.56411 0.00235967
2.6 -1.55892 0.00236755
2.61 -1.55619 0.00235947
2.62 -1.54928 0.0023826
2.63 -1.54999 0.00237339
2.64 -1.54229 0.00238195
2.65 -1.53898 0.00238989
2.66 -1.53358 0.00239159
2.67 -1.53042 0.002389
2.68 -1.52504 0.00242591
2.69 -1.52451 0.00240819
2.7 -1.51801 0.00240715
2.71 -1.51652 0.00241577
2.72 -1.5116 0.00242192
2.73 -1.50813 0.00242239
2.74 -1.50157 0.00244009
2.75 -1.49977 0.00243341
2.76 -1.49477 0.00244249
2.77 -1.49002 0.00245028
2.78 -1.48578 0.00246055
2.79 -1.48243 0.00246237
2.8 -1.47454 0.0024707
2.81 -1.474 0.00247233
2.82 -1.46901 0.00247949
2.83 -1.46516 0.00247282
2.84 -1.46074 0.00248094
2.85 -1.45134 0.00248579
2.86 -1.45285 0.00248693
2.87 -1.44907 0.00249202
2.88 -1.44484 0.00248619
2.89 -1.44235 0.00248901
2.9 -1.43874 0.00249496
2.91 -1.4313 0.00250086
2.92 -1.42924 0.0024903
2.93 -1.42353 0.00250402
2.94 -1.42065 0.00249769
2.95 -1.41508 0.00250052
2.96 -1.41504 0.00249521
2.97 -1.40661 0.00250681
2.98 -1.40736 0.00249936
2.99 -1.40446 0.00249531
3 -1.39692 0.00251419
3.01 -1.39268 0.00250187
3.02 -1.3914 0.00249518
3.03 -1.38698 0.00250659
3.04 -1.38422 0.00250267
3.05 -1.38084 0.00248993
3.06 -1.37364 0.00249718
3.07 -1.36968 0.0025055
3.08 -1.36643 0.00250965
3.09 -1.36297 0.00250612
3.1 -1.35865 0.00250478
3.11 -1.35597 0.00250103
3.12 -1.35426 0.00250945
3.13 -1.34957 0.00251573
3.14 -1.34806 0.00250939
3.15 -1.34421 0.00251096
3.16 -1.33933 0.00251531
3.17 -1.33381 0.00251946
3.18 -1.3306 0.00251578
3.19 -1.32594 0.00251648
3.2 -1.32502 0.00251297
3.21 -1.32076 0.00252002
3.22 -1.31679 0.00252363
3.23 -1.31287 0.00252354
3.24 -1.31153 0.00251827
3.25 -1.30758 0.00251909
3.26 -1.30194 0.00252226
3.27 -1.29758 0.00252137
3.28 -1.29763 0.00251896
3.29 -1.29455 0.00251162
3.3 -1.29032 0.00250934
3.31 -1.28414 0.00251585
3.32 -1.28218 0.00252773
3.33 -1.27703 0.00251979
3.34 -1.27369 0.00252322
3.35 -1.27174 0.00252277
3.36 -1.26451 0.00251751
3.37 -1.26199 0.0025281
3.38 -1.26344 0.00252386
3.39 -1.25972 0.00252953
3.4 -1.25148 0.00252702
3.41 -1.2533 0.00251704
3.42 -1.24687 0.00252159
3.43 -1.24519 0.00252158
3.44 -1.24097 0.00251688
3.45 -1.24122 0.00254297
3.46 -1.2314 0.00253309
3.47 -1.23328 0.00252528
3.48 -1.22597 0.00251958
3.49 -1.22303 0.00252459
3.5 -1.21642 0.00252291
3.51 -1.21733 0.00251328
3.52 -1.21274 0.00250863
3.53 -1.20893 0.00250992
3.54 -1.20963 0.00250828
3.55 -1.20638 0.00250528
3.56 -1.20036 0.00250968
3.57 -1.20238 0.00251893
3.58 -1.19586 0.0025024
3.59 -1.1944 0.00250958
3.6 -1.18821 0.00250459
3.61 -1.18597 0.00250407
3.62 -1.18399 0.00250305
3.63 -1.18011 0.0025064
3.64 -1.17724 0.00251131
3.65 -1.17605 0.00250916
3.66 -1.17279 0.0024947
3.67 -1.16977 0.00249838
3.68 -1.16549 0.00250146
3.69 -1.16426 0.00249725
3.7 -1.15864 0.00249401
3.71 -1.15845 0.00249805
3.72 -1.15528 0.00249895
3.73 -1.15204 0.00249572
3.74 -1.15011 0.00249552
3.75 -1.14737 0.00248612
3.76 -1.14257 0.00249167
3.77 -1.13762 0.00250102
3.78 -1.13328 0.00250356
3.79 -1.13326 0.00250513
3.8 -1.12872 0.00249221
3.81 -1.12693 0.00249372
3.82 -1.12214 0.00248357
3.83 -1.12323 0.0024807
3.84 -1.12062 0.00248139
3.85 -1.11238 0.00248624
3.86 -1.11017 0.00249288
3.87 -1.10321 0.00250396
3.88 -1.10318 0.00248413
3.89 -1.10039 0.00247984
3.9 -1.09562 0.00248047
3.91 -1.09592 0.00249481
3.92 -1.09325 0.00248185
3.93 -1.0904 0.00249111
3.94 -1.08913 0.00247939
3.95 -1.08528 0.00247786
3.96 -1.08354 0.00247988
3.97 -1.08057 0.00247132
3.98 -1.07975 0.00246617
3.99 -1.07893 0.00246015
4 -1.07055 0.0024687
