0.1	-2	0
0.2	-2	0
0.3	-2	2.43028e-09
0.4	-2	1.05429e-06
0.5	-2	3.6575e-05
0.6	-1.99998	0.00036542
0.7	-1.99989	0.00181503
0.8	-1.99954	0.00587715
0.9	-1.99857	0.0143993
1	-1.99646	0.0291489
1.1	-1.99251	0.0515054
1.2	-1.9859	0.0823428
1.3	-1.97578	0.122071
1.4	-1.96123	0.170798
1.5	-1.94137	0.228573
1.6	-1.91527	0.295625
1.7	-1.88199	0.37251
1.8	-1.8405	0.460073
1.9	-1.78968	0.559423
2	-1.72827	0.672378
2.02	-1.71459	0.696878
2.04	-1.70041	0.722102
2.06	-1.68572	0.748096
2.08	-1.67051	0.774912
2.1	-1.65475	0.802605
2.12	-1.63843	0.831234
2.14	-1.62152	0.860866
2.16	-1.60401	0.891573
2.18	-1.58588	0.923438
2.2	-1.5671	0.956564
2.22	-1.54764	0.991074
2.24	-1.52748	1.02713
2.26	-1.50658	1.06493
2.28	-1.48491	1.10474
2.3	-1.46242	1.14686
2.32	-1.43906	1.19166
2.34	-1.41478	1.23962
2.36	-1.3895	1.29135
2.38	-1.36315	1.34778
2.4	-1.33561	1.41037
2.42	-1.30674	1.48136
2.44	-1.27635	1.56446
2.46	-1.24413	1.66756
2.48	-1.20951	1.8118
2.5	-1.17091	2.14179
2.52	-1.13568	1.43537
2.54	-1.10921	1.22448
2.56	-1.08601	1.09763
2.58	-1.06497	1.00578
2.6	-1.04556	0.933608
2.7	-0.964708	0.707094
2.8	-0.900927	0.576678
2.9	-0.847914	0.48761
3	-0.802564	0.421723
3.1	-0.763022	0.370609
3.2	-0.72806	0.329662
3.3	-0.696808	0.296079
3.4	-0.668629	0.268033
3.5	-0.643033	0.244268
3.6	-0.619641	0.223886
3.7	-0.598147	0.206228
3.8	-0.578305	0.190795
3.9	-0.559912	0.177204
4	-0.5428	0.165154
